transaction_id,account_id,merchant_name,merchant_id,timestamp,transaction_description,category,amount,currency,predicted_category,confidence,correct
MARC00577,ACC0000001,DiR Gym,MRC_GYM_001,2021-01-15 01:03:00,GIMNASIO DIR 8351 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC00578,ACC0000001,Amazon Prime,MRC_SUB_005,2021-01-15 02:24:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC00579,ACC0000001,Mercadona,MRC_GRC_001,2021-01-16 21:37:00,MERCADONA 02095,Food & Dining,52.94,EUR,Food & Dining,1.0,True
MARC00580,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-01-18 20:28:00,RETIRADA EFECTIVO CAJERO KUGW,Financial Services,50.0,EUR,Financial Services,0.88,True
MARC00581,ACC0000001,Local bar,MRC_BAR_003,2021-01-19 19:26:00,BAR Z2JR BCN,Food & Dining,27.44,EUR,Food & Dining,0.9989,True
MARC00582,ACC0000001,iCloud,MRC_SUB_007,2021-01-20 03:09:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC00583,ACC0000001,La Pepita,MRC_RST_004,2021-01-20 14:12:00,LA PEPITA BCN,Food & Dining,18.55,EUR,Transportation,0.9404,False
MARC00584,ACC0000001,Just Eat,MRC_DLV_002,2021-01-21 18:12:00,JUST EAT ES 5TKFIX,Food & Dining,36.45,EUR,Food & Dining,1.0,True
MARC00585,ACC0000001,Mercadona,MRC_GRC_001,2021-01-22 11:43:00,MERCADONA 07115,Food & Dining,64.54,EUR,Food & Dining,1.0,True
MARC00586,ACC0000001,El Nacional,MRC_RST_001,2021-01-22 15:23:00,EL NACIONAL BARCELONA,Food & Dining,53.91,EUR,Healthcare & Medical,0.9197,False
MARC00587,ACC0000001,Cerveceria Catalana,MRC_RST_002,2021-01-22 22:53:00,CERVECERIA CATALANA BCN,Food & Dining,25.96,EUR,Food & Dining,0.9974,True
MARC00588,ACC0000001,Cepsa,MRC_GAS_002,2021-01-24 08:44:00,CEPSA 7185 ES,Transportation,17.85,EUR,Transportation,1.0,True
MARC00589,ACC0000001,Cerveceria Catalana,MRC_RST_002,2021-01-24 14:21:00,CERVECERIA CATALANA BCN,Food & Dining,54.89,EUR,Food & Dining,0.9974,True
MARC00590,ACC0000001,Bar del Pla,MRC_RST_003,2021-01-24 16:04:00,BAR DEL PLA BCNA,Food & Dining,29.4,EUR,Food & Dining,0.9923,True
MARC00591,ACC0000001,Mercadona,MRC_GRC_001,2021-01-25 09:09:00,MERCADONA 01030,Food & Dining,75.01,EUR,Food & Dining,1.0,True
MARC00592,ACC0000001,Bar del Pla,MRC_RST_003,2021-01-25 10:27:00,BAR DEL PLA BCNA,Food & Dining,57.81,EUR,Food & Dining,0.9923,True
MARC00593,ACC0000001,Mercadona,MRC_GRC_001,2021-01-26 10:32:00,MERCADONA 08397,Food & Dining,58.89,EUR,Food & Dining,1.0,True
MARC00594,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-01-26 13:15:00,RETIRADA EFECTIVO CAJERO NQ0S,Financial Services,100.0,EUR,Financial Services,0.829,True
MARC00595,ACC0000001,SABA Parking,MRC_PRK_001,2021-01-26 17:10:00,SABA PARKING 3RNE BCN,Transportation,6.71,EUR,Transportation,1.0,True
MARC00596,ACC0000001,Local bar,MRC_BAR_003,2021-01-27 17:36:00,CERVECERIA 7F8I BCN,Food & Dining,24.98,EUR,Food & Dining,1.0,True
MARC00597,ACC0000001,Employer,MRC_INC_001,2021-01-28 01:30:00,NOMINA BANCO FERRER SA 202101,Income,5000.0,EUR,Income,0.9982,True
MARC00598,ACC0000001,El Born Bar,MRC_BAR_002,2021-01-28 11:21:00,EL BORN BAR BCN,Food & Dining,28.88,EUR,Food & Dining,0.9975,True
MARC00599,ACC0000001,Cepsa,MRC_GAS_002,2021-01-28 12:15:00,CEPSA 4446 ES,Transportation,70.41,EUR,Transportation,1.0,True
MARC00600,ACC0000001,Local bar,MRC_BAR_003,2021-01-28 18:41:00,BAR 9HX6 BCN,Food & Dining,27.1,EUR,Food & Dining,0.9989,True
MARC00601,ACC0000001,Farmàcia,MRC_MED_001,2021-01-30 23:18:00,FARMACIA 3SLX BCN,Healthcare & Medical,23.87,EUR,Healthcare & Medical,1.0,True
MARC00602,ACC0000001,Landlord,MRC_RNT_001,2021-02-01 06:03:00,TRANSFERENCIA ALQUILER REF298888,Financial Services,2000.0,EUR,Financial Services,0.9999,True
MARC00603,ACC0000001,Orange Internet,MRC_UTL_002,2021-02-03 06:06:00,ORANGE ES YPFGGK,Utilities & Services,29.99,EUR,Utilities & Services,1.0,True
MARC00604,ACC0000001,BSM Parking,MRC_PRK_002,2021-02-04 09:21:00,BSM PARKING BCN DTOG,Transportation,9.45,EUR,Transportation,0.9999,True
MARC00605,ACC0000001,BSM Parking,MRC_PRK_002,2021-02-04 10:21:00,BSM PARKING BCN 6XZS,Transportation,8.82,EUR,Transportation,0.9999,True
MARC00606,ACC0000001,El Xampanyet,MRC_RST_005,2021-02-04 16:01:00,EL XAMPANYET BCN,Food & Dining,26.36,EUR,Shopping & Retail,0.4552,False
MARC00607,ACC0000001,Local restaurant,MRC_RST_006,2021-02-04 16:50:00,CAFETERIA YLFB BCN,Food & Dining,43.51,EUR,Food & Dining,1.0,True
MARC00608,ACC0000001,Mercadona,MRC_GRC_001,2021-02-04 22:48:00,MERCADONA 01410,Food & Dining,67.85,EUR,Food & Dining,1.0,True
MARC00609,ACC0000001,Netflix,MRC_SUB_001,2021-02-05 04:37:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC00610,ACC0000001,Movistar,MRC_UTL_001,2021-02-05 04:51:00,MOVISTAR ES QHP7L8,Utilities & Services,35.99,EUR,Utilities & Services,1.0,True
MARC00611,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-02-05 15:01:00,RETIRADA EFECTIVO CAJERO 6NX1,Financial Services,100.0,EUR,Financial Services,0.8591,True
MARC00612,ACC0000001,Local restaurant,MRC_RST_006,2021-02-05 22:02:00,CAFETERIA YX9Z BCN,Food & Dining,30.48,EUR,Food & Dining,1.0,True
MARC00613,ACC0000001,SABA Parking,MRC_PRK_001,2021-02-06 21:11:00,SABA PARKING 7IHD BCN,Transportation,13.76,EUR,Transportation,1.0,True
MARC00614,ACC0000001,Repsol,MRC_GAS_001,2021-02-07 21:38:00,REPSOL 3950 ES,Transportation,11.58,EUR,Transportation,1.0,True
MARC00615,ACC0000001,Spotify,MRC_SUB_002,2021-02-08 06:45:00,SPOTIFY ES HYTS31,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC00616,ACC0000001,BSM Parking,MRC_PRK_002,2021-02-08 17:51:00,BSM PARKING BCN 0EDT,Transportation,21.33,EUR,Transportation,0.9999,True
MARC00617,ACC0000001,El Nacional,MRC_RST_001,2021-02-09 09:38:00,EL NACIONAL BARCELONA,Food & Dining,33.94,EUR,Healthcare & Medical,0.9197,False
MARC00618,ACC0000001,Disney+,MRC_SUB_003,2021-02-10 06:20:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC00619,ACC0000001,Just Eat,MRC_DLV_002,2021-02-10 19:33:00,JUST EAT ES PQT0CK,Food & Dining,32.4,EUR,Food & Dining,1.0,True
MARC00620,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-02-11 12:47:00,RETIRADA EFECTIVO CAJERO WJ77,Financial Services,150.0,EUR,Financial Services,0.8596,True
MARC00621,ACC0000001,Mercadona,MRC_GRC_001,2021-02-11 14:16:00,MERCADONA 04356,Food & Dining,57.7,EUR,Food & Dining,1.0,True
MARC00622,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-02-11 14:34:00,RETIRADA EFECTIVO CAJERO N0R7,Financial Services,200.0,EUR,Financial Services,0.8806,True
MARC00623,ACC0000001,El Xampanyet,MRC_RST_005,2021-02-11 17:22:00,EL XAMPANYET BCN,Food & Dining,51.13,EUR,Shopping & Retail,0.4552,False
MARC00624,ACC0000001,HBO Max,MRC_SUB_004,2021-02-12 06:52:00,MAX *SUBSCRIPTION 15LP7Q,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC00625,ACC0000001,El Xampanyet,MRC_RST_005,2021-02-12 18:13:00,EL XAMPANYET BCN,Food & Dining,49.65,EUR,Shopping & Retail,0.4552,False
MARC00626,ACC0000001,Bon Preu,MRC_GRC_004,2021-02-12 20:06:00,BON PREU 6331 BCN,Food & Dining,24.83,EUR,Food & Dining,1.0,True
MARC00627,ACC0000001,Cepsa,MRC_GAS_002,2021-02-14 13:00:00,CEPSA 7781 ES,Transportation,66.26,EUR,Transportation,1.0,True
MARC00628,ACC0000001,Amazon Prime,MRC_SUB_005,2021-02-15 04:45:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC00629,ACC0000001,DiR Gym,MRC_GYM_001,2021-02-15 06:28:00,GIMNASIO DIR 1362 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC00630,ACC0000001,Cepsa,MRC_GAS_002,2021-02-15 12:45:00,CEPSA 8942 ES,Transportation,9.8,EUR,Transportation,1.0,True
MARC00631,ACC0000001,El Xampanyet,MRC_RST_005,2021-02-15 15:57:00,EL XAMPANYET BCN,Food & Dining,41.13,EUR,Shopping & Retail,0.4552,False
MARC00632,ACC0000001,Local bar,MRC_BAR_003,2021-02-17 17:13:00,CERVECERIA Q180 BCN,Food & Dining,27.04,EUR,Food & Dining,1.0,True
MARC00633,ACC0000001,Dry Martini,MRC_BAR_004,2021-02-18 16:16:00,DRY MARTINI BCN,Food & Dining,19.24,EUR,Shopping & Retail,0.9922,False
MARC00634,ACC0000001,Farmàcia,MRC_MED_001,2021-02-18 17:08:00,FARMACIA 97L3 BCN,Healthcare & Medical,23.99,EUR,Healthcare & Medical,1.0,True
MARC00635,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-02-19 08:33:00,RETIRADA EFECTIVO CAJERO MJO6,Financial Services,100.0,EUR,Financial Services,0.8592,True
MARC00636,ACC0000001,Local bar,MRC_BAR_003,2021-02-19 10:20:00,BAR 98ID BCN,Food & Dining,26.47,EUR,Food & Dining,0.9989,True
MARC00637,ACC0000001,Mercadona,MRC_GRC_001,2021-02-19 19:44:00,MERCADONA 06750,Food & Dining,65.72,EUR,Food & Dining,1.0,True
MARC00638,ACC0000001,iCloud,MRC_SUB_007,2021-02-20 01:47:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC00639,ACC0000001,Caprabo,MRC_GRC_003,2021-02-21 19:01:00,CAPRABO 7710 BCN,Food & Dining,69.15,EUR,Food & Dining,1.0,True
MARC00640,ACC0000001,Bon Preu,MRC_GRC_004,2021-02-22 19:52:00,BON PREU 6788 BCN,Food & Dining,66.52,EUR,Food & Dining,1.0,True
MARC00641,ACC0000001,Mercadona,MRC_GRC_001,2021-02-23 13:05:00,MERCADONA 07763,Food & Dining,67.21,EUR,Food & Dining,1.0,True
MARC00642,ACC0000001,Lidl,MRC_GRC_002,2021-02-23 19:36:00,LIDL ES 8078,Food & Dining,82.96,EUR,Food & Dining,1.0,True
MARC00643,ACC0000001,BSM Parking,MRC_PRK_002,2021-02-24 11:38:00,BSM PARKING BCN EFD9,Transportation,7.47,EUR,Transportation,0.9999,True
MARC00644,ACC0000001,Repsol,MRC_GAS_001,2021-02-24 17:55:00,REPSOL 3465 ES,Transportation,91.41,EUR,Transportation,1.0,True
MARC00645,ACC0000001,H&M,MRC_SHP_004,2021-02-25 14:11:00,H&M 7411 BCN,Shopping & Retail,55.79,EUR,Shopping & Retail,0.4517,True
MARC00646,ACC0000001,Local bar,MRC_BAR_003,2021-02-25 14:21:00,BAR G3CU BCN,Food & Dining,8.0,EUR,Food & Dining,0.9989,True
MARC00647,ACC0000001,Zara,MRC_SHP_001,2021-02-26 08:43:00,ZARA 4068 BCN,Shopping & Retail,121.77,EUR,Shopping & Retail,1.0,True
MARC00648,ACC0000001,Local restaurant,MRC_RST_006,2021-02-27 18:27:00,RESTAURANTE HAL12 BCN,Food & Dining,39.23,EUR,Food & Dining,1.0,True
MARC00649,ACC0000001,Employer,MRC_INC_001,2021-02-28 06:36:00,NOMINA BANCO FERRER SA 202102,Income,5000.0,EUR,Income,0.9982,True
MARC00650,ACC0000001,Local restaurant,MRC_RST_006,2021-02-28 20:24:00,RESTAURANTE EVJ2F BCN,Food & Dining,52.54,EUR,Food & Dining,1.0,True
MARC00651,ACC0000001,Caprabo,MRC_GRC_003,2021-02-28 21:53:00,CAPRABO 5347 BCN,Food & Dining,15.0,EUR,Food & Dining,1.0,True
MARC00652,ACC0000001,Landlord,MRC_RNT_001,2021-03-01 02:46:00,TRANSFERENCIA ALQUILER REF946855,Financial Services,2000.0,EUR,Financial Services,0.9998,True
MARC00653,ACC0000001,Mercadona,MRC_GRC_001,2021-03-01 14:29:00,MERCADONA 07517,Food & Dining,19.21,EUR,Food & Dining,1.0,True
MARC00654,ACC0000001,Orange Internet,MRC_UTL_002,2021-03-03 06:03:00,ORANGE ES 19YMGM,Utilities & Services,29.99,EUR,Utilities & Services,1.0,True
MARC00655,ACC0000001,BSM Parking,MRC_PRK_002,2021-03-03 20:48:00,BSM PARKING BCN 9W9P,Transportation,9.55,EUR,Transportation,0.9999,True
MARC00656,ACC0000001,Local restaurant,MRC_RST_006,2021-03-04 15:41:00,RESTAURANTE 85Q6A BCN,Food & Dining,71.45,EUR,Food & Dining,1.0,True
MARC00657,ACC0000001,Lidl,MRC_GRC_002,2021-03-04 18:04:00,LIDL ES 9574,Food & Dining,39.48,EUR,Food & Dining,1.0,True
MARC00658,ACC0000001,Movistar,MRC_UTL_001,2021-03-05 02:42:00,MOVISTAR ES GR0GDN,Utilities & Services,35.99,EUR,Utilities & Services,1.0,True
MARC00659,ACC0000001,Netflix,MRC_SUB_001,2021-03-05 03:26:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC00660,ACC0000001,Bar del Pla,MRC_RST_003,2021-03-05 18:29:00,BAR DEL PLA BCNA,Food & Dining,33.22,EUR,Food & Dining,0.9923,True
MARC00661,ACC0000001,Cepsa,MRC_GAS_002,2021-03-06 19:29:00,CEPSA 5475 ES,Transportation,9.85,EUR,Transportation,1.0,True
MARC00662,ACC0000001,Bar del Pla,MRC_RST_003,2021-03-06 23:23:00,BAR DEL PLA BCNA,Food & Dining,67.2,EUR,Food & Dining,0.9923,True
MARC00663,ACC0000001,Lidl,MRC_GRC_002,2021-03-07 23:21:00,LIDL ES 9643,Food & Dining,50.99,EUR,Food & Dining,1.0,True
MARC00664,ACC0000001,Spotify,MRC_SUB_002,2021-03-08 04:12:00,SPOTIFY ES MI14DS,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC00665,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-03-09 09:53:00,RETIRADA EFECTIVO CAJERO F32Y,Financial Services,150.0,EUR,Financial Services,0.852,True
MARC00666,ACC0000001,Cepsa,MRC_GAS_002,2021-03-09 14:59:00,CEPSA 6534 ES,Transportation,13.25,EUR,Transportation,1.0,True
MARC00667,ACC0000001,Disney+,MRC_SUB_003,2021-03-10 04:18:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC00668,ACC0000001,Mercadona,MRC_GRC_001,2021-03-10 13:18:00,MERCADONA 01599,Food & Dining,52.85,EUR,Food & Dining,1.0,True
MARC00669,ACC0000001,Zara,MRC_SHP_001,2021-03-11 11:32:00,ZARA 3409 BCN,Shopping & Retail,37.63,EUR,Shopping & Retail,1.0,True
MARC00670,ACC0000001,Bar del Pla,MRC_RST_003,2021-03-11 14:18:00,BAR DEL PLA BCNA,Food & Dining,57.53,EUR,Food & Dining,0.9923,True
MARC00671,ACC0000001,Amazon ES,MRC_SHP_005,2021-03-11 23:24:00,AMZN MKTP ES*YXV3KC7Y,Shopping & Retail,47.75,EUR,Shopping & Retail,1.0,True
MARC00672,ACC0000001,HBO Max,MRC_SUB_004,2021-03-12 02:23:00,MAX *SUBSCRIPTION TM66UJ,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC00673,ACC0000001,Bar del Pla,MRC_RST_003,2021-03-12 11:23:00,BAR DEL PLA BCNA,Food & Dining,27.13,EUR,Food & Dining,0.9923,True
MARC00674,ACC0000001,Cepsa,MRC_GAS_002,2021-03-12 12:36:00,CEPSA 6004 ES,Transportation,89.96,EUR,Transportation,1.0,True
MARC00675,ACC0000001,Mercadona,MRC_GRC_001,2021-03-12 21:05:00,MERCADONA 05001,Food & Dining,56.76,EUR,Food & Dining,1.0,True
MARC00676,ACC0000001,El Corte Inglés,MRC_SHP_003,2021-03-13 23:08:00,EL CORTE INGLES BCN 1235,Shopping & Retail,152.58,EUR,Shopping & Retail,1.0,True
MARC00677,ACC0000001,El Nacional,MRC_RST_001,2021-03-14 18:50:00,EL NACIONAL BARCELONA,Food & Dining,38.45,EUR,Healthcare & Medical,0.9197,False
MARC00678,ACC0000001,Amazon Prime,MRC_SUB_005,2021-03-15 02:11:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC00679,ACC0000001,DiR Gym,MRC_GYM_001,2021-03-15 04:57:00,GIMNASIO DIR 6096 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC00680,ACC0000001,Bon Preu,MRC_GRC_004,2021-03-15 18:08:00,BON PREU 2648 BCN,Food & Dining,60.59,EUR,Food & Dining,1.0,True
MARC00681,ACC0000001,BSM Parking,MRC_PRK_002,2021-03-16 21:22:00,BSM PARKING BCN CI4Y,Transportation,21.69,EUR,Transportation,0.9999,True
MARC00682,ACC0000001,Local bar,MRC_BAR_003,2021-03-17 08:41:00,BAR LLSI BCN,Food & Dining,21.19,EUR,Food & Dining,0.9985,True
MARC00683,ACC0000001,Lidl,MRC_GRC_002,2021-03-17 21:10:00,LIDL ES 9841,Food & Dining,43.26,EUR,Food & Dining,1.0,True
MARC00684,ACC0000001,Mikkeller Barcelona,MRC_BAR_001,2021-03-19 14:59:00,MIKKELLER BARCELONA,Food & Dining,36.75,EUR,Food & Dining,0.4847,True
MARC00685,ACC0000001,iCloud,MRC_SUB_007,2021-03-20 01:44:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC00686,ACC0000001,Bar del Pla,MRC_RST_003,2021-03-20 14:19:00,BAR DEL PLA BCNA,Food & Dining,59.49,EUR,Food & Dining,0.9923,True
MARC00687,ACC0000001,Mercadona,MRC_GRC_001,2021-03-21 19:14:00,MERCADONA 03454,Food & Dining,59.74,EUR,Food & Dining,1.0,True
MARC00688,ACC0000001,Repsol,MRC_GAS_001,2021-03-22 08:04:00,REPSOL 6308 ES,Transportation,74.78,EUR,Transportation,1.0,True
MARC00689,ACC0000001,BSM Parking,MRC_PRK_002,2021-03-25 09:10:00,BSM PARKING BCN B6V7,Transportation,11.36,EUR,Transportation,0.9999,True
MARC00690,ACC0000001,BSM Parking,MRC_PRK_002,2021-03-25 15:59:00,BSM PARKING BCN I5T0,Transportation,9.27,EUR,Transportation,0.9999,True
MARC00691,ACC0000001,Local bar,MRC_BAR_003,2021-03-25 19:55:00,BAR J22M BCN,Food & Dining,40.85,EUR,Food & Dining,0.9989,True
MARC00692,ACC0000001,BSM Parking,MRC_PRK_002,2021-03-26 18:04:00,BSM PARKING BCN 344J,Transportation,9.94,EUR,Transportation,0.9999,True
MARC00693,ACC0000001,Employer,MRC_INC_001,2021-03-28 05:53:00,NOMINA BANCO FERRER SA 202103,Income,5000.0,EUR,Income,0.9982,True
MARC00694,ACC0000001,Pull&Bear,MRC_SHP_009,2021-03-28 19:12:00,PULL AND BEAR 4799 ES,Shopping & Retail,62.7,EUR,Shopping & Retail,1.0,True
MARC00695,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-03-29 09:20:00,RETIRADA EFECTIVO CAJERO 22AR,Financial Services,150.0,EUR,Financial Services,0.7655,True
MARC00696,ACC0000001,Local bar,MRC_BAR_003,2021-03-29 23:46:00,BAR 6C2Z BCN,Food & Dining,10.08,EUR,Food & Dining,0.9989,True
MARC00697,ACC0000001,El Nacional,MRC_RST_001,2021-03-30 10:18:00,EL NACIONAL BARCELONA,Food & Dining,23.65,EUR,Healthcare & Medical,0.9197,False
MARC00698,ACC0000001,La Pepita,MRC_RST_004,2021-03-30 11:40:00,LA PEPITA BCN,Food & Dining,40.06,EUR,Transportation,0.9404,False
MARC00699,ACC0000001,Mercadona,MRC_GRC_001,2021-03-31 11:40:00,MERCADONA 06721,Food & Dining,64.83,EUR,Food & Dining,1.0,True
MARC00700,ACC0000001,Mikkeller Barcelona,MRC_BAR_001,2021-03-31 18:03:00,MIKKELLER BARCELONA,Food & Dining,23.6,EUR,Food & Dining,0.4847,True
MARC00701,ACC0000001,La Pepita,MRC_RST_004,2021-03-31 22:48:00,LA PEPITA BCN,Food & Dining,36.12,EUR,Transportation,0.9404,False
MARC00702,ACC0000001,Landlord,MRC_RNT_001,2021-04-01 03:56:00,TRANSFERENCIA ALQUILER REF443397,Financial Services,2000.0,EUR,Financial Services,0.9999,True
MARC00703,ACC0000001,Local restaurant,MRC_RST_006,2021-04-01 13:11:00,RESTAURANTE SLX4L BCN,Food & Dining,41.16,EUR,Food & Dining,1.0,True
MARC00704,ACC0000001,BSM Parking,MRC_PRK_002,2021-04-01 22:59:00,BSM PARKING BCN J0AK,Transportation,8.83,EUR,Transportation,0.9999,True
MARC00705,ACC0000001,Just Eat,MRC_DLV_002,2021-04-02 08:30:00,JUST EAT ES G18UDD,Food & Dining,27.69,EUR,Food & Dining,1.0,True
MARC00706,ACC0000001,Orange Internet,MRC_UTL_002,2021-04-03 06:38:00,ORANGE ES Q6PNY7,Utilities & Services,29.99,EUR,Utilities & Services,0.9999,True
MARC00707,ACC0000001,Local restaurant,MRC_RST_006,2021-04-03 18:05:00,RESTAURANTE 72511 BCN,Food & Dining,65.57,EUR,Food & Dining,1.0,True
MARC00708,ACC0000001,BSM Parking,MRC_PRK_002,2021-04-04 16:42:00,BSM PARKING BCN X9KZ,Transportation,7.15,EUR,Transportation,0.9999,True
MARC00709,ACC0000001,Movistar,MRC_UTL_001,2021-04-05 03:45:00,MOVISTAR ES FSHXE7,Utilities & Services,35.99,EUR,Utilities & Services,1.0,True
MARC00710,ACC0000001,Netflix,MRC_SUB_001,2021-04-05 05:48:00,NETFLIX.COM,Entertainment & Recreation,17.99,EUR,Entertainment & Recreation,1.0,True
MARC00711,ACC0000001,SABA Parking,MRC_PRK_001,2021-04-05 11:55:00,SABA PARKING UUNK BCN,Transportation,11.74,EUR,Transportation,1.0,True
MARC00712,ACC0000001,Bon Preu,MRC_GRC_004,2021-04-07 12:16:00,BON PREU 1585 BCN,Food & Dining,57.99,EUR,Food & Dining,1.0,True
MARC00713,ACC0000001,Spotify,MRC_SUB_002,2021-04-08 02:32:00,SPOTIFY ES VVXFC3,Entertainment & Recreation,9.99,EUR,Entertainment & Recreation,1.0,True
MARC00714,ACC0000001,Lidl,MRC_GRC_002,2021-04-09 10:03:00,LIDL ES 7863,Food & Dining,49.44,EUR,Food & Dining,1.0,True
MARC00715,ACC0000001,Disney+,MRC_SUB_003,2021-04-10 01:04:00,DISNEY PLUS*,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC00716,ACC0000001,HBO Max,MRC_SUB_004,2021-04-12 01:42:00,MAX *SUBSCRIPTION 2VAWP5,Entertainment & Recreation,8.99,EUR,Entertainment & Recreation,1.0,True
MARC00717,ACC0000001,SABA Parking,MRC_PRK_001,2021-04-12 08:46:00,SABA PARKING VGYC BCN,Transportation,10.55,EUR,Transportation,1.0,True
MARC00718,ACC0000001,El Xampanyet,MRC_RST_005,2021-04-12 10:16:00,EL XAMPANYET BCN,Food & Dining,51.76,EUR,Shopping & Retail,0.4552,False
MARC00719,ACC0000001,El Nacional,MRC_RST_001,2021-04-13 15:18:00,EL NACIONAL BARCELONA,Food & Dining,45.92,EUR,Healthcare & Medical,0.9197,False
MARC00720,ACC0000001,Amazon Prime,MRC_SUB_005,2021-04-15 04:59:00,AMAZON PRIME*,Entertainment & Recreation,4.99,EUR,Entertainment & Recreation,1.0,True
MARC00721,ACC0000001,DiR Gym,MRC_GYM_001,2021-04-15 06:50:00,GIMNASIO DIR 4582 BCN,Healthcare & Medical,59.9,EUR,Healthcare & Medical,1.0,True
MARC00722,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-04-15 09:25:00,RETIRADA EFECTIVO CAJERO V3G4,Financial Services,50.0,EUR,Financial Services,0.8597,True
MARC00723,ACC0000001,Lidl,MRC_GRC_002,2021-04-15 17:18:00,LIDL ES 4912,Food & Dining,56.63,EUR,Food & Dining,1.0,True
MARC00724,ACC0000001,Lidl,MRC_GRC_002,2021-04-15 22:48:00,LIDL ES 9738,Food & Dining,37.5,EUR,Food & Dining,1.0,True
MARC00725,ACC0000001,Farmàcia,MRC_MED_001,2021-04-16 16:54:00,FARMACIA 1VYV BCN,Healthcare & Medical,9.53,EUR,Healthcare & Medical,1.0,True
MARC00726,ACC0000001,Mercadona,MRC_GRC_001,2021-04-17 14:14:00,MERCADONA 03009,Food & Dining,55.51,EUR,Food & Dining,1.0,True
MARC00727,ACC0000001,Repsol,MRC_GAS_001,2021-04-18 16:42:00,REPSOL 1629 ES,Transportation,86.14,EUR,Transportation,1.0,True
MARC00728,ACC0000001,Lidl,MRC_GRC_002,2021-04-18 23:40:00,LIDL ES 5553,Food & Dining,67.07,EUR,Food & Dining,1.0,True
MARC00729,ACC0000001,iCloud,MRC_SUB_007,2021-04-20 01:41:00,APPLE.COM/BILL,Entertainment & Recreation,2.99,EUR,Entertainment & Recreation,1.0,True
MARC00730,ACC0000001,Repsol,MRC_GAS_001,2021-04-20 14:26:00,REPSOL 9601 ES,Transportation,16.59,EUR,Transportation,1.0,True
MARC00731,ACC0000001,Local bar,MRC_BAR_003,2021-04-20 22:14:00,BAR T6S3 BCN,Food & Dining,30.57,EUR,Food & Dining,0.9988,True
MARC00732,ACC0000001,El Nacional,MRC_RST_001,2021-04-21 13:46:00,EL NACIONAL BARCELONA,Food & Dining,42.53,EUR,Healthcare & Medical,0.9197,False
MARC00733,ACC0000001,La Pepita,MRC_RST_004,2021-04-21 22:21:00,LA PEPITA BCN,Food & Dining,33.75,EUR,Transportation,0.9404,False
MARC00734,ACC0000001,Floristería,MRC_FLO_001,2021-04-22 13:38:00,FLORISTA 2577 BCN,Shopping & Retail,21.72,EUR,Shopping & Retail,1.0,True
MARC00735,ACC0000001,CaixaBank ATM,MRC_ATM_001,2021-04-22 14:56:00,RETIRADA EFECTIVO CAJERO 6KCI,Financial Services,150.0,EUR,Financial Services,0.8559,True
MARC00736,ACC0000001,Amazon ES,MRC_SHP_005,2021-04-22 18:02:00,AMZN MKTP ES*BYF9HU40,Shopping & Retail,94.85,EUR,Shopping & Retail,1.0,True
MARC00737,ACC0000001,Glovo,MRC_DLV_001,2021-04-22 18:09:00,GLOVO *ORDER 9WP36D,Food & Dining,33.6,EUR,Food & Dining,1.0,True
MARC00738,ACC0000001,Cepsa,MRC_GAS_002,2021-04-23 15:36:00,CEPSA 8226 ES,Transportation,64.03,EUR,Transportation,1.0,True
